id,topic,count,distribution
0,style,21,0.0024361948955916473
1,facebook,20,0.002320185614849188
2,vertical,12,0.0013921113689095127
3,jquery,31,0.0035962877030162412
4,layout,12,0.0013921113689095127
5,piictu style,12,0.0013921113689095127
6,piictu,12,0.0013921113689095127
7,performance graphic,12,0.0013921113689095127
8,style transition,12,0.0013921113689095127
9,canvas,12,0.0013921113689095127
10,framework,598,0.06937354988399072
11,server,615,0.07134570765661252
12,simple,684,0.07935034802784223
13,animation,584,0.06774941995359629
14,support,584,0.06774941995359629
15,system,584,0.06774941995359629
16,implementation,588,0.06821345707656612
17,google,598,0.06937354988399072
18,plugin,599,0.06948955916473318
19,generator,588,0.06821345707656612
20,component,8,0.0009280742459396752
21,photo,8,0.0009280742459396752
22,small,8,0.0009280742459396752
23,dashboard,8,0.0009280742459396752
24,notice,8,0.0009280742459396752
25,notice component,8,0.0009280742459396752
26,calendar,8,0.0009280742459396752
27,customizable,8,0.0009280742459396752
28,multi column,8,0.0009280742459396752
29,column,8,0.0009280742459396752
30,library,77,0.008932714617169374
31,external,34,0.00394431554524362
32,asynchronous,34,0.00394431554524362
33,control,34,0.00394431554524362
34,light,34,0.00394431554524362
35,objective,34,0.00394431554524362
36,event,34,0.00394431554524362
37,snapchat,34,0.00394431554524362
38,generation,34,0.00394431554524362
39,sample,8,0.0009280742459396752
40,sample application,8,0.0009280742459396752
41,sample project,8,0.0009280742459396752
42,application,69,0.008004640371229698
43,project,19,0.0022041763341067284
44,different,31,0.0035962877030162412
45,interface,17,0.00197215777262181
46,graph,8,0.0009280742459396752
47,android,29,0.0033642691415313227
48,android application,20,0.002320185614849188
49,ffmpeg,20,0.002320185614849188
50,android plugin,20,0.002320185614849188
51,implementation android,20,0.002320185614849188
52,ffmpeg android,20,0.002320185614849188
53,drawer,20,0.002320185614849188
54,weibo,20,0.002320185614849188
55,source,49,0.0056844547563805106
56,source application,20,0.002320185614849188
57,tutorial source,20,0.002320185614849188
58,tutorial,20,0.002320185614849188
59,video,20,0.002320185614849188
60,coder,20,0.002320185614849188
61,backdoor,20,0.002320185614849188
62,repository,20,0.002320185614849188
63,widget,20,0.002320185614849188
64,mobile,14,0.0016241299303944316
65,companion,10,0.001160092807424594
66,hacker,24,0.0027842227378190253
67,mobile application,10,0.001160092807424594
68,angular,10,0.001160092807424594
69,report downloader,10,0.001160092807424594
70,report,10,0.001160092807424594
71,adapter,19,0.0022041763341067284
72,version,10,0.001160092807424594
73,bootstrap,12,0.0013921113689095127
74,table,21,0.0024361948955916473
75,twitter bootstrap,12,0.0013921113689095127
76,twitter,12,0.0013921113689095127
77,downtime,12,0.0013921113689095127
78,iphone,12,0.0013921113689095127
79,compatible,12,0.0013921113689095127
80,powerful wizard,12,0.0013921113689095127
81,github,18,0.0020881670533642693
82,webgl,9,0.0010440835266821347
83,current,9,0.0010440835266821347
84,niksula,27,0.0031322505800464038
85,nginx module,14,0.0016241299303944316
86,nginx repository,25,0.002900232018561485
87,nickel,31,0.0035962877030162412
88,nickel extract,38,0.004408352668213457
89,nodejs,33,0.00382830626450116
90,class,6,0.0006960556844547563
91,helper,6,0.0006960556844547563
92,developer,6,0.0006960556844547563
93,wrapper,6,0.0006960556844547563
94,niksula index,15,0.0017401392111368909
95,service,11,0.0012761020881670534
96,lightweight service,11,0.0012761020881670534
97,lightweight,11,0.0012761020881670534
98,clean,15,0.0017401392111368909
99,cache,11,0.0012761020881670534
100,various,11,0.0012761020881670534
101,making,11,0.0012761020881670534
102,release invite,11,0.0012761020881670534
103,jquery plugin,15,0.0017401392111368909
104,editor,15,0.0017401392111368909
105,boilerplate,15,0.0017401392111368909
106,transformation plugin,15,0.0017401392111368909
107,carousel plugin,15,0.0017401392111368909
108,plugin google,15,0.0017401392111368909
109,plugin sweet,15,0.0017401392111368909
110,plugin transform,15,0.0017401392111368909
111,automatic,6,0.0006960556844547563
112,touch,6,0.0006960556844547563
113,redis automatic,6,0.0006960556844547563
114,propogation,6,0.0006960556844547563
115,state,6,0.0006960556844547563
116,redis,6,0.0006960556844547563
117,script,5,0.000580046403712297
118,palette,5,0.000580046403712297
119,group,5,0.000580046403712297
120,color,12,0.0013921113689095127
121,application server,16,0.0018561484918793504
122,phonegap application,16,0.0018561484918793504
123,phonegap,16,0.0018561484918793504
124,terminal,16,0.0018561484918793504
125,angularjs,16,0.0018561484918793504
126,sinatra,16,0.0018561484918793504
127,scroll,19,0.0022041763341067284
128,plugin application,16,0.0018561484918793504
129,template,3,0.00034802784222737816
130,effect,3,0.00034802784222737816
131,zepto plugin,14,0.0016241299303944316
132,nginx,5,0.000580046403712297
133,noise,11,0.0012761020881670534
134,nodejs server,17,0.00197215777262181
135,nodejs project,19,0.0022041763341067284
136,nodejs object,17,0.00197215777262181
137,picker,7,0.0008120649651972158
138,color picker,7,0.0008120649651972158
139,density,7,0.0008120649651972158
140,detection,7,0.0008120649651972158
141,category,7,0.0008120649651972158
142,standard,7,0.0008120649651972158
143,picker controller,7,0.0008120649651972158
144,controller,16,0.0018561484918793504
145,engine,9,0.0010440835266821347
146,experimental,9,0.0010440835266821347
147,search,9,0.0010440835266821347
148,micro,9,0.0010440835266821347
149,nosql,15,0.0017401392111368909
150,analytics,23,0.0026682134570765663
151,viewport,2,0.0002320185614849188
152,noise drawing,8,0.0009280742459396752
153,client,14,0.0016241299303944316
154,organization,14,0.0016241299303944316
155,bittorrent,14,0.0016241299303944316
156,unofficial,14,0.0016241299303944316
157,tumblr,14,0.0016241299303944316
158,django,11,0.0012761020881670534
159,notification,11,0.0012761020881670534
160,management django,11,0.0012761020881670534
161,django framework,11,0.0012761020881670534
162,management,11,0.0012761020881670534
163,nonrel,15,0.0017401392111368909
164,playground,11,0.0012761020881670534
165,simple application,11,0.0012761020881670534
166,algorithm,4,0.0004640371229698376
167,online course,4,0.0004640371229698376
168,package algorithm,4,0.0004640371229698376
169,chinese,4,0.0004640371229698376
170,online,4,0.0004640371229698376
171,package,4,0.0004640371229698376
172,theme,4,0.0004640371229698376
173,jquery theme,4,0.0004640371229698376
174,power,4,0.0004640371229698376
175,linux,4,0.0004640371229698376
176,configuration,4,0.0004640371229698376
177,custom,9,0.0010440835266821347
178,tweetbot,9,0.0010440835266821347
179,subclass,9,0.0010440835266821347
180,transition,9,0.0010440835266821347
181,quick custom,9,0.0010440835266821347
182,example,10,0.001160092807424594
183,gevent,10,0.001160092807424594
184,workshop,10,0.001160092807424594
185,slide,10,0.001160092807424594
186,basic,10,0.001160092807424594
187,chrome,10,0.001160092807424594
188,redis example,10,0.001160092807424594
189,example application,10,0.001160092807424594
190,language,10,0.001160092807424594
191,starter,5,0.000580046403712297
192,local,2,0.0002320185614849188
193,firewall,2,0.0002320185614849188
194,network,2,0.0002320185614849188
195,device,2,0.0002320185614849188
196,sqlite,2,0.0002320185614849188
197,mysql,2,0.0002320185614849188
